2016/12/26 9:25:58	正在初始化...已完成

2016/12/26 9:26:03	链接12306服务器速度:0毫秒[极差]

2016/12/26 9:26:05	获取到:968个CDN,开始智能测速中...

2016/12/26 9:27:07	查询完毕,本次查询共用时:328毫秒

2016/12/26 9:27:34	查询完毕,本次查询共用时:59毫秒

2016/12/26 9:27:34	查询完毕,本次查询共用时:216毫秒

2016/12/26 9:27:34	查询完毕,本次查询共用时:115毫秒

2016/12/26 9:27:35	查询完毕,本次查询共用时:49毫秒

2016/12/26 9:27:35	查询完毕,本次查询共用时:114毫秒

2016/12/26 9:27:35	查询完毕,本次查询共用时:160毫秒

2016/12/26 9:27:35	查询完毕,本次查询共用时:67毫秒

2016/12/26 9:27:35	查询完毕,本次查询共用时:38毫秒

2016/12/26 9:27:36	查询完毕,本次查询共用时:152毫秒

2016/12/26 9:27:36	查询完毕,本次查询共用时:546毫秒

2016/12/26 9:27:36	查询完毕,本次查询共用时:427毫秒

2016/12/26 9:27:36	查询完毕,本次查询共用时:176毫秒

2016/12/26 9:27:37	查询完毕,本次查询共用时:319毫秒

2016/12/26 9:27:37	查询完毕,本次查询共用时:40毫秒

2016/12/26 9:27:37	查询完毕,本次查询共用时:48毫秒

2016/12/26 9:27:37	查询完毕,本次查询共用时:38毫秒

2016/12/26 9:27:37	查询完毕,本次查询共用时:88毫秒

2016/12/26 9:27:37	查询完毕,本次查询共用时:60毫秒

2016/12/26 9:27:38	查询完毕,本次查询共用时:1214毫秒

2016/12/26 9:27:38	查询完毕,本次查询共用时:43毫秒

2016/12/26 9:27:39	查询完毕,本次查询共用时:1381毫秒

2016/12/26 9:27:39	查询完毕,本次查询共用时:881毫秒

2016/12/26 9:27:41	查询完毕,本次查询共用时:62毫秒

2016/12/26 9:27:42	查询完毕,本次查询共用时:604毫秒

2016/12/26 9:27:42	查询完毕,本次查询共用时:649毫秒

2016/12/26 9:27:43	查询完毕,本次查询共用时:1763毫秒

2016/12/26 9:27:43	查询完毕,本次查询共用时:890毫秒

2016/12/26 9:27:43	查询完毕,本次查询共用时:1593毫秒

2016/12/26 9:27:44	查询完毕,本次查询共用时:1827毫秒

2016/12/26 9:27:44	查询完毕,本次查询共用时:1566毫秒

2016/12/26 9:27:44	查询完毕,本次查询共用时:1446毫秒

2016/12/26 9:27:44	查询完毕,本次查询共用时:599毫秒

2016/12/26 9:27:44	查询完毕,本次查询共用时:445毫秒

2016/12/26 9:27:44	查询完毕,本次查询共用时:1211毫秒

2016/12/26 9:27:44	查询完毕,本次查询共用时:204毫秒

2016/12/26 9:27:44	[查询失败]很抱歉，按您的查询条件，当前未找到列车!

2016/12/26 9:27:44	查询完毕,本次查询共用时:157毫秒

2016/12/26 9:27:44	[查询失败]很抱歉，按您的查询条件，当前未找到列车!

2016/12/26 9:27:44	查询完毕,本次查询共用时:39毫秒

2016/12/26 9:27:44	查询完毕,本次查询共用时:1458毫秒

2016/12/26 9:27:45	查询完毕,本次查询共用时:125毫秒

2016/12/26 9:27:45	查询完毕,本次查询共用时:57毫秒

2016/12/26 9:27:46	查询完毕,本次查询共用时:1017毫秒

2016/12/26 9:27:46	查询完毕,本次查询共用时:969毫秒

2016/12/26 9:27:46	[查询失败]很抱歉，按您的查询条件，当前未找到列车!

2016/12/26 9:27:46	查询完毕,本次查询共用时:1554毫秒

2016/12/26 9:27:46	查询完毕,本次查询共用时:62毫秒

2016/12/26 9:27:46	查询完毕,本次查询共用时:311毫秒

2016/12/26 9:27:46	查询完毕,本次查询共用时:46毫秒

2016/12/26 9:27:46	查询完毕,本次查询共用时:768毫秒

2016/12/26 9:27:48	查询完毕,本次查询共用时:62毫秒

2016/12/26 9:27:48	查询完毕,本次查询共用时:47毫秒

2016/12/26 9:27:49	[查询失败]很抱歉，按您的查询条件，当前未找到列车!

2016/12/26 9:27:49	查询完毕,本次查询共用时:226毫秒

2016/12/26 9:27:49	查询完毕,本次查询共用时:302毫秒

2016/12/26 9:27:49	查询完毕,本次查询共用时:67毫秒

2016/12/26 9:27:50	查询完毕,本次查询共用时:53毫秒

2016/12/26 9:27:50	查询完毕,本次查询共用时:884毫秒

2016/12/26 9:27:50	查询完毕,本次查询共用时:62毫秒

2016/12/26 9:27:50	查询完毕,本次查询共用时:882毫秒

2016/12/26 9:27:50	[查询失败]很抱歉，按您的查询条件，当前未找到列车!

2016/12/26 9:27:50	查询完毕,本次查询共用时:381毫秒

2016/12/26 9:27:50	查询完毕,本次查询共用时:1510毫秒

2016/12/26 9:27:53	查询完毕,本次查询共用时:43毫秒

2016/12/26 9:27:53	查询完毕,本次查询共用时:261毫秒

2016/12/26 9:27:55	查询完毕,本次查询共用时:1618毫秒

2016/12/26 9:27:55	查询完毕,本次查询共用时:2420毫秒

2016/12/26 9:27:56	查询完毕,本次查询共用时:3201毫秒

2016/12/26 9:27:59	查询完毕,本次查询共用时:85毫秒

2016/12/26 9:28:01	查询完毕,本次查询共用时:1894毫秒

2016/12/26 9:52:29	查询完毕,本次查询共用时:61毫秒

2016/12/26 9:52:30	查询完毕,本次查询共用时:335毫秒

2016/12/26 9:52:36	查询完毕,本次查询共用时:45毫秒

2016/12/26 9:52:36	查询完毕,本次查询共用时:111毫秒

2016/12/26 9:52:36	查询完毕,本次查询共用时:44毫秒

2016/12/26 9:52:36	查询完毕,本次查询共用时:855毫秒

2016/12/26 9:52:36	查询完毕,本次查询共用时:1271毫秒

2016/12/26 9:52:36	查询完毕,本次查询共用时:65毫秒

2016/12/26 9:52:37	查询完毕,本次查询共用时:612毫秒

2016/12/26 9:52:38	查询完毕,本次查询共用时:491毫秒

2016/12/26 9:52:38	查询完毕,本次查询共用时:1011毫秒

2016/12/26 9:52:38	查询完毕,本次查询共用时:510毫秒

2016/12/26 9:52:38	查询完毕,本次查询共用时:648毫秒

2016/12/26 9:52:38	查询完毕,本次查询共用时:364毫秒

2016/12/26 9:52:38	查询完毕,本次查询共用时:206毫秒

2016/12/26 9:52:38	查询完毕,本次查询共用时:88毫秒

2016/12/26 9:52:39	查询完毕,本次查询共用时:1204毫秒

2016/12/26 9:52:39	查询完毕,本次查询共用时:250毫秒

2016/12/26 9:52:39	查询完毕,本次查询共用时:84毫秒

2016/12/26 9:52:39	查询完毕,本次查询共用时:56毫秒

2016/12/26 9:52:40	查询完毕,本次查询共用时:44毫秒

2016/12/26 9:52:40	查询完毕,本次查询共用时:211毫秒

2016/12/26 9:52:40	查询完毕,本次查询共用时:760毫秒

2016/12/26 9:52:41	查询完毕,本次查询共用时:35毫秒

2016/12/26 9:52:41	查询完毕,本次查询共用时:1115毫秒

2016/12/26 9:52:41	查询完毕,本次查询共用时:68毫秒

2016/12/26 9:52:41	查询完毕,本次查询共用时:1244毫秒

2016/12/26 9:52:42	查询完毕,本次查询共用时:701毫秒

