2019/1/24 9:28:38	正在初始化...已完成

2019/1/24 9:28:38	链接12306服务器速度:539毫秒[良]

2019/1/24 9:28:39	获取到:1342个CDN,开始智能测速中...

2019/1/24 9:28:49	开始查询2019-02-11车次，间隔：默认

2019/1/24 9:36:40	链接12306服务器速度:211毫秒[优]

2019/1/24 10:15:51	链接12306服务器速度:1754毫秒[差]

2019/1/24 10:16:41	链接12306服务器速度:506毫秒[良]

2019/1/24 10:23:40	链接12306服务器速度:323毫秒[良]

2019/1/24 10:24:59	多次查询数据无效，可能公网IP被封！

2019/1/24 10:26:00	多次查询数据无效，可能公网IP被封！

2019/1/24 10:29:21	多次查询数据无效，可能公网IP被封！

2019/1/24 10:30:22	多次查询数据无效，可能公网IP被封！

2019/1/24 10:34:16	多次查询数据无效，可能公网IP被封！

2019/1/24 10:37:36	多次查询数据无效，可能公网IP被封！

2019/1/24 10:37:50	链接12306服务器速度:255毫秒[优]

2019/1/24 10:39:22	多次查询数据无效，可能公网IP被封！

2019/1/24 10:40:27	多次查询数据无效，可能公网IP被封！

2019/1/24 10:41:54	多次查询数据无效，可能公网IP被封！

2019/1/24 10:44:06	多次查询数据无效，可能公网IP被封！

2019/1/24 10:49:16	多次查询数据无效，可能公网IP被封！

2019/1/24 10:49:38	结束车票查询

2019/1/24 10:49:40	开始查询2019-02-11车次，间隔：默认

2019/1/24 10:51:30	多次查询数据无效，可能公网IP被封！

2019/1/24 10:53:41	多次查询数据无效，可能公网IP被封！

2019/1/24 10:56:30	多次查询数据无效，可能公网IP被封！

2019/1/24 10:58:19	多次查询数据无效，可能公网IP被封！

2019/1/24 11:02:06	多次查询数据无效，可能公网IP被封！

2019/1/24 11:03:06	多次查询数据无效，可能公网IP被封！

2019/1/24 11:05:05	多次查询数据无效，可能公网IP被封！

2019/1/24 11:05:21	结束车票查询

