2017/9/13 11:37:03	[查询失败]当前未查到列车，请稍后再试

2017/9/13 11:37:03	查询完毕,本次查询共用时:2099毫秒

2017/9/13 11:37:26	[查询失败]当前未查到列车，请稍后再试

2017/9/13 11:37:26	查询完毕,本次查询共用时:264毫秒

2017/9/13 11:41:48	[查询失败]系统繁忙，请稍后再试

2017/9/13 11:41:48	查询完毕,本次查询共用时:3288毫秒

2017/9/13 11:42:02	[查询失败]系统繁忙，请稍后再试

2017/9/13 11:42:02	查询完毕,本次查询共用时:2680毫秒

2017/9/13 11:44:18	正在初始化...已完成

2017/9/13 11:44:18	链接12306服务器速度:1141毫秒[差]

2017/9/13 11:44:19	获取到:1192个CDN,开始智能测速中...

2017/9/13 11:44:52	查询完毕,本次查询共用时:5261毫秒

2017/9/13 11:45:20	链接12306服务器速度:284毫秒[优]

2017/9/13 11:45:22	查询完毕,本次查询共用时:385毫秒

2017/9/13 13:31:37	查询完毕,本次查询共用时:309毫秒

2017/9/13 17:41:41	查询完毕,本次查询共用时:303毫秒

2017/9/13 17:42:16	查询完毕,本次查询共用时:245毫秒

2017/9/13 17:44:34	查询完毕,本次查询共用时:3180毫秒

2017/9/13 17:44:41	查询完毕,本次查询共用时:5568毫秒

2017/9/13 17:44:42	查询完毕,本次查询共用时:1106毫秒

2017/9/13 17:44:43	查询完毕,本次查询共用时:3683毫秒

2017/9/13 17:46:42	查询完毕,本次查询共用时:650毫秒

2017/9/13 17:48:02	查询完毕,本次查询共用时:1640毫秒

2017/9/13 17:48:29	查询完毕,本次查询共用时:460毫秒

2017/9/13 17:49:09	查询完毕,本次查询共用时:666毫秒

2017/9/13 17:50:29	查询完毕,本次查询共用时:294毫秒

2017/9/13 17:50:51	查询完毕,本次查询共用时:496毫秒

2017/9/13 17:50:56	查询完毕,本次查询共用时:168毫秒

2017/9/13 17:51:04	查询完毕,本次查询共用时:222毫秒

2017/9/13 17:51:16	查询完毕,本次查询共用时:354毫秒

2017/9/13 17:51:22	查询完毕,本次查询共用时:272毫秒

2017/9/13 17:53:49	查询完毕,本次查询共用时:216毫秒

2017/9/13 17:54:03	查询完毕,本次查询共用时:4934毫秒

2017/9/13 17:55:18	查询完毕,本次查询共用时:472毫秒

2017/9/13 17:55:40	查询完毕,本次查询共用时:268毫秒

2017/9/13 17:56:23	查询完毕,本次查询共用时:220毫秒

2017/9/13 17:57:13	查询完毕,本次查询共用时:570毫秒

2017/9/13 17:59:03	查询完毕,本次查询共用时:142毫秒

2017/9/13 17:59:13	查询完毕,本次查询共用时:211毫秒

2017/9/13 18:00:16	查询完毕,本次查询共用时:335毫秒

2017/9/13 18:02:13	开始查询2017-10-08车次

2017/9/13 18:02:14	开始预订G6103次列车车票...

2017/9/13 18:02:14	[极速]线程启动完成,开始解析算法...

2017/9/13 18:02:14	[任务1]算法解析完成,开始申请订单...

2017/9/13 18:02:54	[自动登录]登录成功

2017/9/13 18:02:54	[普通]线程启动完成,开始解析算法...

2017/9/13 18:02:54	[任务1]算法解析完成,开始申请订单...

2017/9/13 18:02:55	[任务2]申请订单成功,开始获取令牌...

2017/9/13 18:02:55	[任务3]令牌获取完成,开始效验订单...

2017/9/13 18:02:56	[任务4]实时余票为(1)张,继续提交...

2017/9/13 18:02:56	[任务5]当前无需验证码,开始提交订单...

2017/9/13 18:02:56	[任务5]快速出票安全期,等待1059ms

2017/9/13 18:02:57	[提交成功]等待处理,本次用时:2.91s

2017/9/13 18:02:59	[获取结果]12306:系统忙

2017/9/13 18:02:59	[返回无票]该数据为缓存,将G6103车次放入小黑屋120秒...

2017/9/13 18:02:59	开始查询2017-10-08车次

2017/9/13 18:03:29	结束车票查询

